,date_and_time_UTC,num_of_detections
0,2023-10-05 01:15:00+00:00,1
1,2023-10-05 01:45:00+00:00,1
2,2023-10-05 02:15:00+00:00,150
3,2023-10-05 02:45:00+00:00,221
4,2023-10-05 03:15:00+00:00,237
5,2023-10-05 03:45:00+00:00,30
6,2023-10-05 04:15:00+00:00,25
7,2023-10-05 04:45:00+00:00,63
8,2023-10-05 05:15:00+00:00,17
9,2023-10-05 05:45:00+00:00,17
10,2023-10-05 06:15:00+00:00,73
11,2023-10-05 06:45:00+00:00,101
12,2023-10-05 07:15:00+00:00,1
13,2023-10-05 07:45:00+00:00,13
14,2023-10-05 08:15:00+00:00,4
15,2023-10-05 08:45:00+00:00,1
16,2023-10-05 09:15:00+00:00,1
17,2023-10-05 09:45:00+00:00,1
18,2023-10-05 10:15:00+00:00,1
19,2023-10-05 10:45:00+00:00,1
20,2023-10-05 11:15:00+00:00,1
21,2023-10-05 11:45:00+00:00,1
22,2023-10-05 12:15:00+00:00,1
23,2023-10-05 12:45:00+00:00,1
24,2023-10-05 13:15:00+00:00,1
25,2023-10-05 13:45:00+00:00,1
26,2023-10-05 14:15:00+00:00,1
27,2023-10-06 01:15:00+00:00,1
28,2023-10-06 01:45:00+00:00,1
29,2023-10-06 02:15:00+00:00,222
30,2023-10-06 02:45:00+00:00,332
31,2023-10-06 03:15:00+00:00,112
32,2023-10-06 03:45:00+00:00,27
33,2023-10-06 04:15:00+00:00,283
34,2023-10-06 04:45:00+00:00,82
35,2023-10-06 05:15:00+00:00,133
36,2023-10-06 05:45:00+00:00,49
37,2023-10-06 06:15:00+00:00,117
38,2023-10-06 06:45:00+00:00,8
39,2023-10-06 07:15:00+00:00,88
40,2023-10-06 07:45:00+00:00,55
41,2023-10-06 08:15:00+00:00,4
42,2023-10-06 08:45:00+00:00,4
43,2023-10-06 09:15:00+00:00,1
44,2023-10-06 09:45:00+00:00,1
45,2023-10-06 10:15:00+00:00,1
46,2023-10-06 10:45:00+00:00,1
47,2023-10-06 11:15:00+00:00,1
48,2023-10-06 11:45:00+00:00,1
49,2023-10-06 12:15:00+00:00,1
50,2023-10-06 12:45:00+00:00,1
51,2023-10-06 13:15:00+00:00,1
52,2023-10-06 13:45:00+00:00,1
53,2023-10-06 14:15:00+00:00,1
54,2023-10-07 01:15:00+00:00,1
55,2023-10-07 01:45:00+00:00,1
56,2023-10-07 02:15:00+00:00,796
57,2023-10-07 02:45:00+00:00,481
58,2023-10-07 03:15:00+00:00,118
59,2023-10-07 03:45:00+00:00,125
60,2023-10-07 04:15:00+00:00,80
61,2023-10-07 04:45:00+00:00,25
62,2023-10-07 05:15:00+00:00,57
63,2023-10-07 05:45:00+00:00,15
64,2023-10-07 06:15:00+00:00,35
65,2023-10-07 06:45:00+00:00,13
66,2023-10-07 07:15:00+00:00,41
67,2023-10-07 07:45:00+00:00,2
68,2023-10-07 08:15:00+00:00,101
69,2023-10-07 08:45:00+00:00,1
70,2023-10-07 09:15:00+00:00,3
71,2023-10-07 09:45:00+00:00,1
72,2023-10-07 10:15:00+00:00,1
73,2023-10-07 10:45:00+00:00,1
74,2023-10-07 11:15:00+00:00,6
75,2023-10-07 11:45:00+00:00,1
76,2023-10-07 12:15:00+00:00,1
77,2023-10-07 12:45:00+00:00,18
78,2023-10-07 13:15:00+00:00,1
79,2023-10-07 13:45:00+00:00,1
80,2023-10-07 14:15:00+00:00,1
81,2023-10-08 01:15:00+00:00,1
82,2023-10-08 01:45:00+00:00,28
83,2023-10-08 02:15:00+00:00,602
84,2023-10-08 02:45:00+00:00,139
85,2023-10-08 03:15:00+00:00,105
86,2023-10-08 03:45:00+00:00,187
87,2023-10-08 04:15:00+00:00,56
88,2023-10-08 04:45:00+00:00,103
89,2023-10-08 05:15:00+00:00,37
90,2023-10-08 05:45:00+00:00,52
91,2023-10-08 06:15:00+00:00,10
92,2023-10-08 06:45:00+00:00,14
93,2023-10-08 07:15:00+00:00,40
94,2023-10-08 07:45:00+00:00,78
95,2023-10-08 08:15:00+00:00,1
96,2023-10-08 08:45:00+00:00,52
97,2023-10-08 09:15:00+00:00,42
98,2023-10-08 09:45:00+00:00,20
99,2023-10-08 10:15:00+00:00,1
100,2023-10-08 10:45:00+00:00,1
101,2023-10-08 11:15:00+00:00,1
102,2023-10-08 11:45:00+00:00,1
103,2023-10-08 12:15:00+00:00,1
104,2023-10-08 12:45:00+00:00,1
105,2023-10-08 13:15:00+00:00,1
106,2023-10-08 13:45:00+00:00,1
107,2023-10-08 14:15:00+00:00,1
108,2023-10-09 01:15:00+00:00,1
109,2023-10-09 01:45:00+00:00,13
110,2023-10-09 02:15:00+00:00,85
111,2023-10-09 02:45:00+00:00,94
112,2023-10-09 03:15:00+00:00,42
113,2023-10-09 03:45:00+00:00,18
114,2023-10-09 04:15:00+00:00,12
115,2023-10-09 04:45:00+00:00,11
116,2023-10-09 05:15:00+00:00,27
117,2023-10-09 05:45:00+00:00,13
118,2023-10-09 06:15:00+00:00,5
119,2023-10-09 06:45:00+00:00,1
120,2023-10-09 07:15:00+00:00,1
121,2023-10-09 07:45:00+00:00,1
122,2023-10-09 08:15:00+00:00,5
123,2023-10-09 08:45:00+00:00,27
124,2023-10-09 09:15:00+00:00,1
125,2023-10-09 09:45:00+00:00,133
126,2023-10-09 10:15:00+00:00,44
127,2023-10-09 10:45:00+00:00,12
128,2023-10-09 11:15:00+00:00,1
129,2023-10-09 11:45:00+00:00,1
130,2023-10-09 12:15:00+00:00,2
131,2023-10-09 12:45:00+00:00,10
132,2023-10-09 13:15:00+00:00,1
133,2023-10-09 13:45:00+00:00,1
134,2023-10-09 14:15:00+00:00,1
135,2023-10-10 01:15:00+00:00,1
136,2023-10-10 01:45:00+00:00,1
137,2023-10-10 02:15:00+00:00,63
138,2023-10-10 02:45:00+00:00,251
139,2023-10-10 03:15:00+00:00,1
140,2023-10-10 03:45:00+00:00,1
141,2023-10-10 04:15:00+00:00,1
142,2023-10-10 04:45:00+00:00,1
143,2023-10-10 05:15:00+00:00,1
144,2023-10-10 05:45:00+00:00,1
145,2023-10-10 06:15:00+00:00,1
146,2023-10-10 06:45:00+00:00,1
147,2023-10-10 07:15:00+00:00,22
148,2023-10-10 07:45:00+00:00,1
149,2023-10-10 08:15:00+00:00,23
150,2023-10-10 08:45:00+00:00,1
151,2023-10-10 09:15:00+00:00,18
152,2023-10-10 09:45:00+00:00,1
153,2023-10-10 10:15:00+00:00,1
154,2023-10-10 10:45:00+00:00,1
155,2023-10-10 11:15:00+00:00,1
156,2023-10-10 11:45:00+00:00,1
157,2023-10-10 12:15:00+00:00,1
158,2023-10-10 12:45:00+00:00,1
159,2023-10-10 13:15:00+00:00,1
160,2023-10-10 13:45:00+00:00,1
161,2023-10-10 14:15:00+00:00,1
162,2023-10-11 01:15:00+00:00,1
163,2023-10-11 01:45:00+00:00,68
164,2023-10-11 02:15:00+00:00,1
165,2023-10-11 02:45:00+00:00,65
166,2023-10-11 03:15:00+00:00,1
167,2023-10-11 03:45:00+00:00,1
168,2023-10-11 04:15:00+00:00,1
169,2023-10-11 04:45:00+00:00,1
170,2023-10-11 05:15:00+00:00,1
171,2023-10-11 05:45:00+00:00,1
172,2023-10-11 06:15:00+00:00,1
173,2023-10-11 06:45:00+00:00,1
174,2023-10-11 07:15:00+00:00,1
175,2023-10-11 07:45:00+00:00,203
176,2023-10-11 08:15:00+00:00,1
177,2023-10-11 08:45:00+00:00,1
178,2023-10-11 09:15:00+00:00,2
179,2023-10-11 09:45:00+00:00,43
180,2023-10-11 10:15:00+00:00,1
181,2023-10-11 10:45:00+00:00,1
182,2023-10-11 11:15:00+00:00,1
183,2023-10-11 11:45:00+00:00,1
184,2023-10-11 12:15:00+00:00,1
185,2023-10-11 12:45:00+00:00,1
186,2023-10-11 13:15:00+00:00,1
187,2023-10-11 13:45:00+00:00,1
