date_and_time_UTC,bout_time_percentage,LFbout_time_percentage,HFbout_time_percentage
2025-04-01 11:50:00+00:00,0.0,0.0,0.0
2025-04-01 12:00:00+00:00,0.0,0.0,0.0
2025-04-01 12:10:00+00:00,0.0,0.0,0.0
2025-04-01 12:20:00+00:00,0.0,0.0,0.0
2025-04-01 12:30:00+00:00,0.0,0.0,0.0
2025-04-01 12:40:00+00:00,0.0,0.0,0.0
2025-04-01 12:50:00+00:00,0.0,0.0,0.0
2025-04-01 13:00:00+00:00,0.0,0.0,0.0
2025-04-01 13:10:00+00:00,0.0,0.0,0.0
2025-04-01 13:20:00+00:00,0.0,0.0,0.0
2025-04-01 13:30:00+00:00,0.0,0.0,0.0
2025-04-01 13:40:00+00:00,0.0,0.0,0.0
2025-04-01 13:50:00+00:00,0.0,0.0,0.0
2025-04-01 14:00:00+00:00,0.0,0.0,0.0
2025-04-01 14:10:00+00:00,0.0,0.0,0.0
2025-04-01 14:20:00+00:00,0.0,0.0,0.0
2025-04-01 14:30:00+00:00,0.0,0.0,0.0
2025-04-01 14:40:00+00:00,0.0,0.0,0.0
2025-04-01 14:50:00+00:00,0.0,0.0,0.0
2025-04-01 15:00:00+00:00,0.0,0.0,0.0
2025-04-01 15:10:00+00:00,0.0,0.0,0.0
2025-04-01 15:20:00+00:00,0.0,0.0,0.0
2025-04-01 15:30:00+00:00,0.0,0.0,0.0
2025-04-01 15:40:00+00:00,0.0,0.0,0.0
2025-04-01 15:50:00+00:00,0.0,0.0,0.0
2025-04-01 16:00:00+00:00,0.0,0.0,0.0
2025-04-01 16:10:00+00:00,0.0,0.0,0.0
2025-04-01 16:20:00+00:00,0.0,0.0,0.0
2025-04-01 16:30:00+00:00,0.0,0.0,0.0
2025-04-01 16:40:00+00:00,0.0,0.0,0.0
2025-04-01 16:50:00+00:00,0.0,0.0,0.0
2025-04-01 17:00:00+00:00,0.0,0.0,0.0
2025-04-01 17:10:00+00:00,0.0,0.0,0.0
2025-04-01 17:20:00+00:00,0.0,0.0,0.0
2025-04-01 17:30:00+00:00,0.0,0.0,0.0
2025-04-01 17:40:00+00:00,0.0,0.0,0.0
2025-04-01 17:50:00+00:00,0.0,0.0,0.0
2025-04-01 18:00:00+00:00,0.8492333333333333,0.8492333333333333,0.0
2025-04-01 18:10:00+00:00,0.0,0.0,0.0
2025-04-01 18:20:00+00:00,0.0,0.0,0.0
2025-04-01 18:30:00+00:00,0.08673333333333333,0.08673333333333333,0.0
2025-04-01 18:40:00+00:00,0.0,0.0,0.0
2025-04-01 18:50:00+00:00,0.0,0.0,0.0
2025-04-01 19:00:00+00:00,0.0,0.0,0.0
2025-04-01 19:10:00+00:00,0.0,0.0,0.0
2025-04-01 19:20:00+00:00,0.0,0.0,0.0
2025-04-01 19:30:00+00:00,0.0,0.0,0.0
2025-04-01 19:40:00+00:00,0.0,0.0,0.0
2025-04-01 19:50:00+00:00,0.0,0.0,0.0
2025-04-01 20:00:00+00:00,0.0,0.0,0.0
2025-04-01 20:10:00+00:00,0.0,0.0,0.0
2025-04-01 20:20:00+00:00,0.0,0.0,0.0
2025-04-01 20:30:00+00:00,0.0,0.0,0.0
2025-04-01 20:40:00+00:00,0.0,0.0,0.0
2025-04-01 20:50:00+00:00,0.0,0.0,0.0
2025-04-01 21:00:00+00:00,0.0,0.0,0.0
2025-04-01 21:10:00+00:00,0.0,0.0,0.0
2025-04-01 21:20:00+00:00,0.0,0.0,0.0
2025-04-01 21:30:00+00:00,0.0,0.0,0.0
2025-04-01 21:40:00+00:00,0.0,0.0,0.0
2025-04-01 21:50:00+00:00,0.0,0.0,0.0
2025-04-01 22:00:00+00:00,0.0,0.0,0.0
2025-04-01 22:10:00+00:00,0.0,0.0,0.0
2025-04-01 22:20:00+00:00,0.0,0.0,0.0
2025-04-01 22:30:00+00:00,0.0,0.0,0.0
2025-04-01 22:40:00+00:00,0.0,0.0,0.0
2025-04-01 22:50:00+00:00,0.0,0.0,0.0
2025-04-01 23:00:00+00:00,0.0,0.0,0.0
2025-04-01 23:10:00+00:00,0.0,0.0,0.0
2025-04-01 23:20:00+00:00,0.0,0.0,0.0
2025-04-01 23:30:00+00:00,0.0,0.0,0.0
2025-04-01 23:40:00+00:00,0.0,0.0,0.0
2025-04-01 23:50:00+00:00,0.0,0.0,0.0
2025-04-02 00:00:00+00:00,0.0,0.0,0.0
2025-04-02 00:10:00+00:00,0.0,0.0,0.0
2025-04-02 00:20:00+00:00,0.0,0.0,0.0
2025-04-02 00:30:00+00:00,0.0,0.0,0.0
2025-04-02 00:40:00+00:00,0.0,0.0,0.0
2025-04-02 00:50:00+00:00,0.0,0.0,0.0
2025-04-02 01:00:00+00:00,0.0,0.0,0.0
2025-04-02 01:10:00+00:00,0.0,0.0,0.0
2025-04-02 01:20:00+00:00,0.0,0.0,0.0
2025-04-02 01:30:00+00:00,0.09449999999999999,0.09449999999999999,0.0
2025-04-02 01:40:00+00:00,0.0,0.0,0.0
2025-04-02 01:50:00+00:00,0.0,0.0,0.0
2025-04-02 02:00:00+00:00,0.0,0.0,0.0
2025-04-02 02:10:00+00:00,0.0,0.0,0.0
2025-04-02 02:20:00+00:00,0.0,0.0,0.0
2025-04-02 02:30:00+00:00,0.0,0.0,0.0
2025-04-02 02:40:00+00:00,0.0,0.0,0.0
2025-04-02 02:50:00+00:00,0.0,0.0,0.0
2025-04-02 03:00:00+00:00,31.2475,7.3942000000000005,23.8533
2025-04-02 03:10:00+00:00,0.0,0.0,0.0
2025-04-02 03:20:00+00:00,0.0,0.0,0.0
2025-04-02 03:30:00+00:00,102.7262,4.776466666666666,97.94973333333333
2025-04-02 03:40:00+00:00,0.0,0.0,0.0
2025-04-02 03:50:00+00:00,0.0,0.0,0.0
2025-04-02 04:00:00+00:00,39.642900000000004,0.0,39.642900000000004
2025-04-02 04:10:00+00:00,0.0,0.0,0.0
2025-04-02 04:20:00+00:00,0.0,0.0,0.0
2025-04-02 04:30:00+00:00,0.0,0.0,0.0
2025-04-02 04:40:00+00:00,0.0,0.0,0.0
2025-04-02 04:50:00+00:00,0.0,0.0,0.0
2025-04-02 05:00:00+00:00,1.0698333333333332,0.0,1.0698333333333332
2025-04-02 05:10:00+00:00,0.0,0.0,0.0
2025-04-02 05:20:00+00:00,0.0,0.0,0.0
2025-04-02 05:30:00+00:00,0.0,0.0,0.0
2025-04-02 05:40:00+00:00,0.0,0.0,0.0
2025-04-02 05:50:00+00:00,0.0,0.0,0.0
2025-04-02 06:00:00+00:00,0.0,0.0,0.0
2025-04-02 06:10:00+00:00,0.0,0.0,0.0
2025-04-02 06:20:00+00:00,0.0,0.0,0.0
2025-04-02 06:30:00+00:00,0.0,0.0,0.0
2025-04-02 06:40:00+00:00,0.0,0.0,0.0
2025-04-02 06:50:00+00:00,0.0,0.0,0.0
2025-04-02 07:00:00+00:00,0.0,0.0,0.0
2025-04-02 07:10:00+00:00,0.0,0.0,0.0
2025-04-02 07:20:00+00:00,0.0,0.0,0.0
2025-04-02 07:30:00+00:00,0.0,0.0,0.0
2025-04-02 07:40:00+00:00,0.0,0.0,0.0
2025-04-02 07:50:00+00:00,0.0,0.0,0.0
2025-04-02 08:00:00+00:00,0.0,0.0,0.0
2025-04-02 08:10:00+00:00,0.0,0.0,0.0
2025-04-02 08:20:00+00:00,0.0,0.0,0.0
2025-04-02 08:30:00+00:00,0.0,0.0,0.0
2025-04-02 08:40:00+00:00,0.0,0.0,0.0
2025-04-02 08:50:00+00:00,0.0,0.0,0.0
2025-04-02 09:00:00+00:00,0.0,0.0,0.0
2025-04-02 09:10:00+00:00,0.0,0.0,0.0
2025-04-02 09:20:00+00:00,0.0,0.0,0.0
2025-04-02 09:30:00+00:00,0.0,0.0,0.0
2025-04-02 09:40:00+00:00,0.0,0.0,0.0
2025-04-02 09:50:00+00:00,0.0,0.0,0.0
2025-04-02 10:00:00+00:00,0.0,0.0,0.0
2025-04-02 10:10:00+00:00,0.0,0.0,0.0
2025-04-02 10:20:00+00:00,0.0,0.0,0.0
2025-04-02 10:30:00+00:00,0.0,0.0,0.0
2025-04-02 10:40:00+00:00,0.0,0.0,0.0
2025-04-02 10:50:00+00:00,0.0,0.0,0.0
2025-04-02 11:00:00+00:00,0.0,0.0,0.0
2025-04-02 11:10:00+00:00,0.0,0.0,0.0
2025-04-02 11:20:00+00:00,0.0,0.0,0.0
2025-04-02 11:30:00+00:00,0.0,0.0,0.0
2025-04-02 11:40:00+00:00,0.0,0.0,0.0
2025-04-02 11:50:00+00:00,0.0,0.0,0.0
2025-04-02 12:00:00+00:00,0.0,0.0,0.0
2025-04-02 12:10:00+00:00,0.0,0.0,0.0
2025-04-02 12:20:00+00:00,0.0,0.0,0.0
2025-04-02 12:30:00+00:00,0.0,0.0,0.0
2025-04-02 12:40:00+00:00,0.0,0.0,0.0
2025-04-02 12:50:00+00:00,0.0,0.0,0.0
2025-04-02 13:00:00+00:00,0.0,0.0,0.0
2025-04-02 13:10:00+00:00,0.0,0.0,0.0
2025-04-02 13:20:00+00:00,0.0,0.0,0.0
2025-04-02 13:30:00+00:00,0.0,0.0,0.0
2025-04-02 13:40:00+00:00,0.0,0.0,0.0
2025-04-02 13:50:00+00:00,0.0,0.0,0.0
2025-04-02 14:00:00+00:00,0.0,0.0,0.0
2025-04-02 14:10:00+00:00,0.0,0.0,0.0
2025-04-02 14:20:00+00:00,0.0,0.0,0.0
2025-04-02 14:30:00+00:00,0.0,0.0,0.0
2025-04-02 14:40:00+00:00,0.0,0.0,0.0
2025-04-02 14:50:00+00:00,0.0,0.0,0.0
2025-04-02 15:00:00+00:00,0.0,0.0,0.0
2025-04-02 15:10:00+00:00,0.0,0.0,0.0
2025-04-02 15:20:00+00:00,0.0,0.0,0.0
2025-04-02 15:30:00+00:00,0.0,0.0,0.0
2025-04-02 15:40:00+00:00,0.0,0.0,0.0
2025-04-02 15:50:00+00:00,0.0,0.0,0.0
2025-04-02 16:00:00+00:00,0.19939999999999997,0.19939999999999997,0.0
2025-04-02 16:10:00+00:00,0.0,0.0,0.0
2025-04-02 16:20:00+00:00,0.0,0.0,0.0
2025-04-02 16:30:00+00:00,0.0,0.0,0.0
2025-04-02 16:40:00+00:00,0.0,0.0,0.0
2025-04-02 16:50:00+00:00,0.0,0.0,0.0
2025-04-02 17:00:00+00:00,0.0,0.0,0.0
2025-04-02 17:10:00+00:00,0.0,0.0,0.0
2025-04-02 17:20:00+00:00,0.0,0.0,0.0
2025-04-02 17:30:00+00:00,0.0,0.0,0.0
2025-04-02 17:40:00+00:00,0.0,0.0,0.0
2025-04-02 17:50:00+00:00,0.0,0.0,0.0
2025-04-02 18:00:00+00:00,0.0,0.0,0.0
2025-04-02 18:10:00+00:00,0.0,0.0,0.0
2025-04-02 18:20:00+00:00,0.0,0.0,0.0
2025-04-02 18:30:00+00:00,0.0,0.0,0.0
2025-04-02 18:40:00+00:00,0.0,0.0,0.0
2025-04-02 18:50:00+00:00,0.0,0.0,0.0
2025-04-02 19:00:00+00:00,0.0,0.0,0.0
2025-04-02 19:10:00+00:00,0.0,0.0,0.0
2025-04-02 19:20:00+00:00,0.0,0.0,0.0
2025-04-02 19:30:00+00:00,0.4143,0.4143,0.0
2025-04-02 19:40:00+00:00,0.0,0.0,0.0
2025-04-02 19:50:00+00:00,0.0,0.0,0.0
2025-04-02 20:00:00+00:00,0.0,0.0,0.0
2025-04-02 20:10:00+00:00,0.0,0.0,0.0
2025-04-02 20:20:00+00:00,0.0,0.0,0.0
2025-04-02 20:30:00+00:00,0.0,0.0,0.0
2025-04-02 20:40:00+00:00,0.0,0.0,0.0
2025-04-02 20:50:00+00:00,0.0,0.0,0.0
2025-04-02 21:00:00+00:00,0.0,0.0,0.0
2025-04-02 21:10:00+00:00,0.0,0.0,0.0
2025-04-02 21:20:00+00:00,0.0,0.0,0.0
2025-04-02 21:30:00+00:00,0.0,0.0,0.0
2025-04-02 21:40:00+00:00,0.0,0.0,0.0
2025-04-02 21:50:00+00:00,0.0,0.0,0.0
2025-04-02 22:00:00+00:00,0.8103333333333333,0.8103333333333333,0.0
2025-04-02 22:10:00+00:00,0.0,0.0,0.0
2025-04-02 22:20:00+00:00,0.0,0.0,0.0
2025-04-02 22:30:00+00:00,0.0,0.0,0.0
2025-04-02 22:40:00+00:00,0.0,0.0,0.0
2025-04-02 22:50:00+00:00,0.0,0.0,0.0
2025-04-02 23:00:00+00:00,0.0,0.0,0.0
2025-04-02 23:10:00+00:00,0.0,0.0,0.0
2025-04-02 23:20:00+00:00,0.0,0.0,0.0
2025-04-02 23:30:00+00:00,0.0,0.0,0.0
2025-04-02 23:40:00+00:00,0.0,0.0,0.0
2025-04-02 23:50:00+00:00,0.0,0.0,0.0
2025-04-03 00:00:00+00:00,0.0,0.0,0.0
2025-04-03 00:10:00+00:00,0.0,0.0,0.0
2025-04-03 00:20:00+00:00,0.0,0.0,0.0
2025-04-03 00:30:00+00:00,0.0,0.0,0.0
2025-04-03 00:40:00+00:00,0.0,0.0,0.0
2025-04-03 00:50:00+00:00,0.0,0.0,0.0
2025-04-03 01:00:00+00:00,0.0,0.0,0.0
2025-04-03 01:10:00+00:00,0.0,0.0,0.0
2025-04-03 01:20:00+00:00,0.0,0.0,0.0
2025-04-03 01:30:00+00:00,0.0,0.0,0.0
2025-04-03 01:40:00+00:00,0.0,0.0,0.0
2025-04-03 01:50:00+00:00,0.0,0.0,0.0
2025-04-03 02:00:00+00:00,0.0,0.0,0.0
2025-04-03 02:10:00+00:00,0.0,0.0,0.0
2025-04-03 02:20:00+00:00,0.0,0.0,0.0
2025-04-03 02:30:00+00:00,0.0,0.0,0.0
2025-04-03 02:40:00+00:00,0.0,0.0,0.0
2025-04-03 02:50:00+00:00,0.0,0.0,0.0
2025-04-03 03:00:00+00:00,11.695599999999999,5.994133333333332,5.701466666666666
2025-04-03 03:10:00+00:00,0.0,0.0,0.0
2025-04-03 03:20:00+00:00,0.0,0.0,0.0
2025-04-03 03:30:00+00:00,6.679966666666666,0.0,6.679966666666666
2025-04-03 03:40:00+00:00,0.0,0.0,0.0
2025-04-03 03:50:00+00:00,0.0,0.0,0.0
2025-04-03 04:00:00+00:00,24.879,5.796133333333334,19.082866666666664
2025-04-03 04:10:00+00:00,0.0,0.0,0.0
2025-04-03 04:20:00+00:00,0.0,0.0,0.0
2025-04-03 04:30:00+00:00,71.7938,6.4933000000000005,65.3005
2025-04-03 04:40:00+00:00,0.0,0.0,0.0
2025-04-03 04:50:00+00:00,0.0,0.0,0.0
2025-04-03 05:00:00+00:00,184.13233333333332,1.3670333333333333,182.7653
2025-04-03 05:10:00+00:00,0.0,0.0,0.0
2025-04-03 05:20:00+00:00,0.0,0.0,0.0
2025-04-03 05:30:00+00:00,78.47850000000001,0.0,78.47850000000001
2025-04-03 05:40:00+00:00,0.0,0.0,0.0
2025-04-03 05:50:00+00:00,0.0,0.0,0.0
2025-04-03 06:00:00+00:00,0.0,0.0,0.0
2025-04-03 06:10:00+00:00,0.0,0.0,0.0
2025-04-03 06:20:00+00:00,0.0,0.0,0.0
2025-04-03 06:30:00+00:00,0.0,0.0,0.0
2025-04-03 06:40:00+00:00,0.0,0.0,0.0
2025-04-03 06:50:00+00:00,0.0,0.0,0.0
2025-04-03 07:00:00+00:00,1.3502333333333334,0.0,1.3502333333333334
2025-04-03 07:10:00+00:00,0.0,0.0,0.0
2025-04-03 07:20:00+00:00,0.0,0.0,0.0
2025-04-03 07:30:00+00:00,0.0,0.0,0.0
2025-04-03 07:40:00+00:00,0.0,0.0,0.0
2025-04-03 07:50:00+00:00,0.0,0.0,0.0
2025-04-03 08:00:00+00:00,0.0,0.0,0.0
2025-04-03 08:10:00+00:00,0.0,0.0,0.0
2025-04-03 08:20:00+00:00,0.0,0.0,0.0
2025-04-03 08:30:00+00:00,0.0,0.0,0.0
2025-04-03 08:40:00+00:00,0.0,0.0,0.0
2025-04-03 08:50:00+00:00,0.0,0.0,0.0
2025-04-03 09:00:00+00:00,1.2617,0.0,1.2617
2025-04-03 09:10:00+00:00,0.0,0.0,0.0
2025-04-03 09:20:00+00:00,0.0,0.0,0.0
2025-04-03 09:30:00+00:00,0.0,0.0,0.0
2025-04-03 09:40:00+00:00,0.0,0.0,0.0
2025-04-03 09:50:00+00:00,0.0,0.0,0.0
2025-04-03 10:00:00+00:00,0.0,0.0,0.0
2025-04-03 10:10:00+00:00,0.0,0.0,0.0
2025-04-03 10:20:00+00:00,0.0,0.0,0.0
2025-04-03 10:30:00+00:00,0.0,0.0,0.0
2025-04-03 10:40:00+00:00,0.0,0.0,0.0
2025-04-03 10:50:00+00:00,0.0,0.0,0.0
2025-04-03 11:00:00+00:00,0.0,0.0,0.0
2025-04-03 11:10:00+00:00,0.0,0.0,0.0
2025-04-03 11:20:00+00:00,0.0,0.0,0.0
2025-04-03 11:30:00+00:00,0.0,0.0,0.0
2025-04-03 11:40:00+00:00,0.0,0.0,0.0
2025-04-03 11:50:00+00:00,0.0,0.0,0.0
2025-04-03 12:00:00+00:00,0.0,0.0,0.0
2025-04-03 12:10:00+00:00,0.0,0.0,0.0
2025-04-03 12:20:00+00:00,0.0,0.0,0.0
2025-04-03 12:30:00+00:00,0.0,0.0,0.0
2025-04-03 12:40:00+00:00,0.0,0.0,0.0
2025-04-03 12:50:00+00:00,0.0,0.0,0.0
2025-04-03 13:00:00+00:00,0.0,0.0,0.0
2025-04-03 13:10:00+00:00,0.0,0.0,0.0
2025-04-03 13:20:00+00:00,0.0,0.0,0.0
2025-04-03 13:30:00+00:00,0.0,0.0,0.0
2025-04-03 13:40:00+00:00,0.0,0.0,0.0
2025-04-03 13:50:00+00:00,0.0,0.0,0.0
2025-04-03 14:00:00+00:00,0.0,0.0,0.0
2025-04-03 14:10:00+00:00,0.0,0.0,0.0
2025-04-03 14:20:00+00:00,0.0,0.0,0.0
2025-04-03 14:30:00+00:00,0.0,0.0,0.0
2025-04-03 14:40:00+00:00,0.0,0.0,0.0
2025-04-03 14:50:00+00:00,0.0,0.0,0.0
2025-04-03 15:00:00+00:00,0.0,0.0,0.0
2025-04-03 15:10:00+00:00,0.0,0.0,0.0
2025-04-03 15:20:00+00:00,0.0,0.0,0.0
2025-04-03 15:30:00+00:00,0.0,0.0,0.0
2025-04-03 15:40:00+00:00,0.0,0.0,0.0
2025-04-03 15:50:00+00:00,0.0,0.0,0.0
2025-04-03 16:00:00+00:00,0.0,0.0,0.0
2025-04-03 16:10:00+00:00,0.0,0.0,0.0
2025-04-03 16:20:00+00:00,0.0,0.0,0.0
2025-04-03 16:30:00+00:00,0.0,0.0,0.0
2025-04-03 16:40:00+00:00,0.0,0.0,0.0
2025-04-03 16:50:00+00:00,0.0,0.0,0.0
2025-04-03 17:00:00+00:00,0.27313333333333334,0.27313333333333334,0.0
2025-04-03 17:10:00+00:00,0.0,0.0,0.0
2025-04-03 17:20:00+00:00,0.0,0.0,0.0
2025-04-03 17:30:00+00:00,0.0,0.0,0.0
2025-04-03 17:40:00+00:00,0.0,0.0,0.0
2025-04-03 17:50:00+00:00,0.0,0.0,0.0
2025-04-03 18:00:00+00:00,0.0,0.0,0.0
2025-04-03 18:10:00+00:00,0.0,0.0,0.0
2025-04-03 18:20:00+00:00,0.0,0.0,0.0
2025-04-03 18:30:00+00:00,0.0,0.0,0.0
2025-04-03 18:40:00+00:00,0.0,0.0,0.0
2025-04-03 18:50:00+00:00,0.0,0.0,0.0
2025-04-03 19:00:00+00:00,0.0,0.0,0.0
2025-04-03 19:10:00+00:00,0.0,0.0,0.0
2025-04-03 19:20:00+00:00,0.0,0.0,0.0
2025-04-03 19:30:00+00:00,0.0,0.0,0.0
2025-04-03 19:40:00+00:00,0.0,0.0,0.0
2025-04-03 19:50:00+00:00,0.0,0.0,0.0
2025-04-03 20:00:00+00:00,0.0,0.0,0.0
2025-04-03 20:10:00+00:00,0.0,0.0,0.0
2025-04-03 20:20:00+00:00,0.0,0.0,0.0
2025-04-03 20:30:00+00:00,0.0,0.0,0.0
2025-04-03 20:40:00+00:00,0.0,0.0,0.0
2025-04-03 20:50:00+00:00,0.0,0.0,0.0
2025-04-03 21:00:00+00:00,0.0,0.0,0.0
2025-04-03 21:10:00+00:00,0.0,0.0,0.0
2025-04-03 21:20:00+00:00,0.0,0.0,0.0
2025-04-03 21:30:00+00:00,0.0,0.0,0.0
2025-04-03 21:40:00+00:00,0.0,0.0,0.0
2025-04-03 21:50:00+00:00,0.0,0.0,0.0
2025-04-03 22:00:00+00:00,0.0,0.0,0.0
2025-04-03 22:10:00+00:00,0.0,0.0,0.0
2025-04-03 22:20:00+00:00,0.0,0.0,0.0
2025-04-03 22:30:00+00:00,0.0,0.0,0.0
2025-04-03 22:40:00+00:00,0.0,0.0,0.0
2025-04-03 22:50:00+00:00,0.0,0.0,0.0
2025-04-03 23:00:00+00:00,0.0,0.0,0.0
2025-04-03 23:10:00+00:00,0.0,0.0,0.0
2025-04-03 23:20:00+00:00,0.0,0.0,0.0
2025-04-03 23:30:00+00:00,0.0,0.0,0.0
2025-04-03 23:40:00+00:00,0.0,0.0,0.0
2025-04-03 23:50:00+00:00,0.0,0.0,0.0
2025-04-04 00:00:00+00:00,0.4516,0.4516,0.0
2025-04-04 00:10:00+00:00,0.0,0.0,0.0
2025-04-04 00:20:00+00:00,0.0,0.0,0.0
2025-04-04 00:30:00+00:00,0.0,0.0,0.0
2025-04-04 00:40:00+00:00,0.0,0.0,0.0
2025-04-04 00:50:00+00:00,0.0,0.0,0.0
2025-04-04 01:00:00+00:00,0.0,0.0,0.0
2025-04-04 01:10:00+00:00,0.0,0.0,0.0
2025-04-04 01:20:00+00:00,0.0,0.0,0.0
2025-04-04 01:30:00+00:00,0.0,0.0,0.0
2025-04-04 01:40:00+00:00,0.0,0.0,0.0
2025-04-04 01:50:00+00:00,0.0,0.0,0.0
2025-04-04 02:00:00+00:00,0.0,0.0,0.0
2025-04-04 02:10:00+00:00,0.0,0.0,0.0
2025-04-04 02:20:00+00:00,0.0,0.0,0.0
2025-04-04 02:30:00+00:00,0.0,0.0,0.0
2025-04-04 02:40:00+00:00,0.0,0.0,0.0
2025-04-04 02:50:00+00:00,0.0,0.0,0.0
2025-04-04 03:00:00+00:00,23.433433333333337,20.669,2.7644333333333333
2025-04-04 03:10:00+00:00,0.0,0.0,0.0
2025-04-04 03:20:00+00:00,0.0,0.0,0.0
2025-04-04 03:30:00+00:00,18.1278,8.8651,9.2627
2025-04-04 03:40:00+00:00,0.0,0.0,0.0
2025-04-04 03:50:00+00:00,0.0,0.0,0.0
2025-04-04 04:00:00+00:00,41.52946666666667,14.301466666666668,27.227999999999998
2025-04-04 04:10:00+00:00,0.0,0.0,0.0
2025-04-04 04:20:00+00:00,0.0,0.0,0.0
2025-04-04 04:30:00+00:00,24.027566666666665,2.4771666666666667,21.5504
2025-04-04 04:40:00+00:00,0.0,0.0,0.0
2025-04-04 04:50:00+00:00,0.0,0.0,0.0
2025-04-04 05:00:00+00:00,11.311866666666667,2.7297333333333333,8.582133333333331
