start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
207.5105,207.5238,25468.0,30415.0,0.71,Echolocation,20220826_070000.WAV
208.2065,208.2232,24609.0,29334.0,0.528,Echolocation,20220826_070000.WAV
208.8945,208.9116,24609.0,28853.0,0.581,Echolocation,20220826_070000.WAV
209.3015,209.3177,23750.0,28906.0,0.56,Echolocation,20220826_070000.WAV
209.5815,209.5976,23750.0,29165.0,0.587,Echolocation,20220826_070000.WAV
210.1545,210.1693,23750.0,28466.0,0.609,Echolocation,20220826_070000.WAV
210.9815,210.9978,23750.0,28902.0,0.609,Echolocation,20220826_070000.WAV
211.5185,211.5353,23750.0,29856.0,0.534,Echolocation,20220826_070000.WAV
211.9115,211.9258,23750.0,28724.0,0.582,Echolocation,20220826_070000.WAV
212.0525,212.0671,24609.0,36623.0,0.652,Echolocation,20220826_070000.WAV
212.3255,212.3428,24609.0,30000.0,0.505,Echolocation,20220826_070000.WAV
214.2225,214.2408,24609.0,28120.0,0.542,Echolocation,20220826_070000.WAV
216.0245,216.0417,23750.0,27957.0,0.617,Echolocation,20220826_070000.WAV
216.4425,216.4594,23750.0,29127.0,0.55,Echolocation,20220826_070000.WAV
216.8315,216.8479,23750.0,29355.0,0.522,Echolocation,20220826_070000.WAV
216.9755,216.9894,24609.0,33041.0,0.613,Echolocation,20220826_070000.WAV
217.9455,217.9605,23750.0,29942.0,0.559,Echolocation,20220826_070000.WAV
218.3685,218.3846,24609.0,29007.0,0.567,Echolocation,20220826_070000.WAV
218.7665,218.7826,24609.0,29293.0,0.545,Echolocation,20220826_070000.WAV
221.1615,221.1767,23750.0,28774.0,0.564,Echolocation,20220826_070000.WAV
386.8215,386.8384,24609.0,28891.0,0.544,Echolocation,20220826_070000.WAV
388.0935,388.1105,24609.0,29706.0,0.547,Echolocation,20220826_070000.WAV
388.5725,388.588,24609.0,28242.0,0.525,Echolocation,20220826_070000.WAV
388.8195,388.8371,24609.0,28843.0,0.595,Echolocation,20220826_070000.WAV
389.6225,389.6372,24609.0,28609.0,0.643,Echolocation,20220826_070000.WAV
390.0675,390.0843,25468.0,28983.0,0.503,Echolocation,20220826_070000.WAV
391.4885,391.5025,25468.0,30724.0,0.55,Echolocation,20220826_070000.WAV
392.6685,392.6872,24609.0,29048.0,0.558,Echolocation,20220826_070000.WAV
392.8225,392.8408,25468.0,30106.0,0.522,Echolocation,20220826_070000.WAV
393.1505,393.1679,24609.0,30991.0,0.52,Echolocation,20220826_070000.WAV
393.3665,393.3814,25468.0,31182.0,0.571,Echolocation,20220826_070000.WAV
393.7475,393.764,24609.0,29349.0,0.532,Echolocation,20220826_070000.WAV
394.0105,394.0255,24609.0,29286.0,0.516,Echolocation,20220826_070000.WAV
394.2765,394.2922,24609.0,28813.0,0.525,Echolocation,20220826_070000.WAV
394.5485,394.5603,25468.0,30666.0,0.61,Echolocation,20220826_070000.WAV
397.5935,397.6069,25468.0,30995.0,0.503,Echolocation,20220826_070000.WAV
397.7955,397.8109,24609.0,28110.0,0.505,Echolocation,20220826_070000.WAV
398.1635,398.1775,24609.0,30691.0,0.575,Echolocation,20220826_070000.WAV
398.6575,398.6734,24609.0,29245.0,0.506,Echolocation,20220826_070000.WAV
398.9415,398.9557,24609.0,29188.0,0.55,Echolocation,20220826_070000.WAV
399.5055,399.5192,25468.0,29428.0,0.505,Echolocation,20220826_070000.WAV
402.0505,402.067,25468.0,29327.0,0.533,Echolocation,20220826_070000.WAV
404.4335,404.4472,23750.0,28782.0,0.625,Echolocation,20220826_070000.WAV
404.8515,404.8646,25468.0,30448.0,0.555,Echolocation,20220826_070000.WAV
404.9785,404.9959,23750.0,28307.0,0.545,Echolocation,20220826_070000.WAV
405.4375,405.4508,25468.0,30184.0,0.501,Echolocation,20220826_070000.WAV
405.7105,405.7267,24609.0,29166.0,0.514,Echolocation,20220826_070000.WAV
406.2345,406.2504,23750.0,26737.0,0.667,Echolocation,20220826_070000.WAV
407.3625,407.3779,24609.0,27260.0,0.529,Echolocation,20220826_070000.WAV
407.9525,407.9676,23750.0,27043.0,0.709,Echolocation,20220826_070000.WAV
408.6255,408.6407,23750.0,28807.0,0.525,Echolocation,20220826_070000.WAV
409.5865,409.6027,23750.0,27590.0,0.655,Echolocation,20220826_070000.WAV
411.2575,411.2717,23750.0,28328.0,0.577,Echolocation,20220826_070000.WAV
411.9155,411.9288,24609.0,29023.0,0.632,Echolocation,20220826_070000.WAV
412.9285,412.9416,23750.0,30311.0,0.596,Echolocation,20220826_070000.WAV
413.1225,413.1358,24609.0,29593.0,0.641,Echolocation,20220826_070000.WAV
414.1075,414.1227,23750.0,27567.0,0.721,Echolocation,20220826_070000.WAV
414.85450000000003,414.8692,23750.0,27429.0,0.647,Echolocation,20220826_070000.WAV
415.0545,415.0697,23750.0,28274.0,0.623,Echolocation,20220826_070000.WAV
415.8495,415.864,23750.0,28985.0,0.627,Echolocation,20220826_070000.WAV
417.3065,417.3196,24609.0,28198.0,0.507,Echolocation,20220826_070000.WAV
418.0855,418.1,23750.0,28046.0,0.646,Echolocation,20220826_070000.WAV
418.7575,418.7723,23750.0,28307.0,0.69,Echolocation,20220826_070000.WAV
419.7095,419.7251,22890.0,27545.0,0.589,Echolocation,20220826_070000.WAV
421.7155,421.7315,22890.0,27234.0,0.644,Echolocation,20220826_070000.WAV
463.8995,463.9157,24609.0,28275.0,0.503,Echolocation,20220826_070000.WAV
470.6865,470.6936,36640.0,51837.0,0.538,Echolocation,20220826_070000.WAV
470.7885,470.796,36640.0,47827.0,0.521,Echolocation,20220826_070000.WAV
470.8845,470.8926,37500.0,46209.0,0.527,Echolocation,20220826_070000.WAV
471.6015,471.6105,38359.0,48170.0,0.582,Echolocation,20220826_070000.WAV
484.6745,484.6889,25468.0,30048.0,0.583,Echolocation,20220826_070000.WAV
485.2415,485.2544,24609.0,28885.0,0.54,Echolocation,20220826_070000.WAV
485.7915,485.8082,25468.0,29315.0,0.53,Echolocation,20220826_070000.WAV
485.9555,485.9725,24609.0,28163.0,0.57,Echolocation,20220826_070000.WAV
486.2355,486.2522,24609.0,29418.0,0.567,Echolocation,20220826_070000.WAV
516.3675,516.3751,39218.0,52465.0,0.579,Echolocation,20220826_070000.WAV
516.5415,516.5491,37500.0,49749.0,0.57,Echolocation,20220826_070000.WAV
516.8035,516.8121,38359.0,49644.0,0.579,Echolocation,20220826_070000.WAV
516.9035,516.9121,38359.0,47375.0,0.561,Echolocation,20220826_070000.WAV
517.0895,517.0981,39218.0,48319.0,0.582,Echolocation,20220826_070000.WAV
517.1845,517.1924,37500.0,47664.0,0.581,Echolocation,20220826_070000.WAV
517.3495,517.3567,35781.0,51551.0,0.558,Echolocation,20220826_070000.WAV
517.4425,517.4489,36640.0,47882.0,0.535,Echolocation,20220826_070000.WAV
517.6045,517.6128,39218.0,49076.0,0.591,Echolocation,20220826_070000.WAV
518.2145,518.2221,39218.0,46659.0,0.504,Echolocation,20220826_070000.WAV
631.8015,631.8175,23750.0,27117.0,0.593,Echolocation,20220826_070000.WAV
634.0645,634.0792,23750.0,27445.0,0.66,Echolocation,20220826_070000.WAV
635.5005,635.5173,22890.0,26391.0,0.592,Echolocation,20220826_070000.WAV
639.9625,639.9808,22031.0,26461.0,0.608,Echolocation,20220826_070000.WAV
692.1135,692.1322,24609.0,28317.0,0.535,Echolocation,20220826_070000.WAV
692.6635,692.6811,24609.0,28639.0,0.507,Echolocation,20220826_070000.WAV
696.5465,696.5634,24609.0,27587.0,0.58,Echolocation,20220826_070000.WAV
697.3745,697.3919,24609.0,28112.0,0.542,Echolocation,20220826_070000.WAV
697.6615,697.6781,24609.0,28014.0,0.508,Echolocation,20220826_070000.WAV
699.0115,699.0272,24609.0,28671.0,0.549,Echolocation,20220826_070000.WAV
699.3545,699.3681,23750.0,28453.0,0.533,Echolocation,20220826_070000.WAV
700.8175,700.834,24609.0,28939.0,0.547,Echolocation,20220826_070000.WAV
701.4545,701.4679,24609.0,29430.0,0.521,Echolocation,20220826_070000.WAV
720.3715,720.3788,38359.0,47757.0,0.526,Echolocation,20220826_070000.WAV
746.3265,746.3484,21171.0,23733.0,0.628,Echolocation,20220826_070000.WAV
879.2345,879.2498,24609.0,28810.0,0.543,Echolocation,20220826_070000.WAV
881.6605,881.6747,24609.0,28772.0,0.569,Echolocation,20220826_070000.WAV
899.6835,899.6964,23750.0,28328.0,0.508,Echolocation,20220826_070000.WAV
978.6535,978.6688,24609.0,31011.0,0.576,Echolocation,20220826_070000.WAV
979.4665,979.4862,23750.0,28227.0,0.505,Echolocation,20220826_070000.WAV
981.3435,981.3591,24609.0,28990.0,0.546,Echolocation,20220826_070000.WAV
1145.0405,1145.0503,40078.0,50905.0,0.655,Echolocation,20220826_070000.WAV
1145.2255,1145.2368,38359.0,51420.0,0.653,Echolocation,20220826_070000.WAV
1145.5085,1145.5206,39218.0,53800.0,0.631,Echolocation,20220826_070000.WAV
1145.6185,1145.6285,38359.0,44058.0,0.569,Echolocation,20220826_070000.WAV
1145.8035,1145.814,38359.0,53784.0,0.706,Echolocation,20220826_070000.WAV
1145.9085,1145.9204,39218.0,54698.0,0.712,Echolocation,20220826_070000.WAV
1146.1005,1146.1108,37500.0,49254.0,0.641,Echolocation,20220826_070000.WAV
1146.1885,1146.1991,39218.0,53451.0,0.682,Echolocation,20220826_070000.WAV
1146.3755,1146.386,38359.0,52552.0,0.621,Echolocation,20220826_070000.WAV
1146.5495,1146.5587,38359.0,51572.0,0.7,Echolocation,20220826_070000.WAV
1146.6515,1146.6605,38359.0,44774.0,0.66,Echolocation,20220826_070000.WAV
1146.8385,1146.8493,39218.0,50596.0,0.63,Echolocation,20220826_070000.WAV
1146.9375,1146.9482,39218.0,51841.0,0.652,Echolocation,20220826_070000.WAV
1147.0465,1147.0555,37500.0,43932.0,0.595,Echolocation,20220826_070000.WAV
1147.2355,1147.2448,39218.0,49784.0,0.699,Echolocation,20220826_070000.WAV
1147.5385,1147.5493,39218.0,49061.0,0.555,Echolocation,20220826_070000.WAV
1150.2715,1150.2812,39218.0,47420.0,0.632,Echolocation,20220826_070000.WAV
1150.6745,1150.6858,38359.0,47002.0,0.636,Echolocation,20220826_070000.WAV
1151.2805,1151.2911,39218.0,48278.0,0.7,Echolocation,20220826_070000.WAV
1151.5705,1151.5815,40078.0,47763.0,0.523,Echolocation,20220826_070000.WAV
1151.7985,1151.809,39218.0,45765.0,0.507,Echolocation,20220826_070000.WAV
1151.8925,1151.9018,39218.0,47335.0,0.681,Echolocation,20220826_070000.WAV
1152.0475,1152.0549,40078.0,48318.0,0.649,Echolocation,20220826_070000.WAV
1152.0995,1152.1086,39218.0,48103.0,0.673,Echolocation,20220826_070000.WAV
1152.1795,1152.1889,39218.0,46403.0,0.598,Echolocation,20220826_070000.WAV
1152.3485,1152.3561,40937.0,48874.0,0.589,Echolocation,20220826_070000.WAV
1152.3955,1152.406,39218.0,46254.0,0.693,Echolocation,20220826_070000.WAV
1152.4615,1152.4709,40078.0,47876.0,0.638,Echolocation,20220826_070000.WAV
1152.6435,1152.6513,40937.0,49696.0,0.617,Echolocation,20220826_070000.WAV
1152.7405,1152.7491,39218.0,48371.0,0.618,Echolocation,20220826_070000.WAV
1152.8525,1152.8619,39218.0,46160.0,0.57,Echolocation,20220826_070000.WAV
1153.2735,1153.2827,40078.0,47632.0,0.555,Echolocation,20220826_070000.WAV
1153.8195,1153.8284,39218.0,47305.0,0.661,Echolocation,20220826_070000.WAV
1153.9215,1153.9304,40078.0,48596.0,0.547,Echolocation,20220826_070000.WAV
1154.0235,1154.0332,40078.0,50562.0,0.614,Echolocation,20220826_070000.WAV
1154.3425,1154.3516,39218.0,48698.0,0.608,Echolocation,20220826_070000.WAV
1154.7425,1154.7494,40937.0,47110.0,0.559,Echolocation,20220826_070000.WAV
1155.0625,1155.0704,40078.0,49463.0,0.6,Echolocation,20220826_070000.WAV
1155.2925,1155.3,40078.0,46270.0,0.509,Echolocation,20220826_070000.WAV
1155.4885,1155.4969,39218.0,48062.0,0.602,Echolocation,20220826_070000.WAV
1155.5575,1155.5688,39218.0,45812.0,0.598,Echolocation,20220826_070000.WAV
1155.7185,1155.7275,40078.0,48780.0,0.617,Echolocation,20220826_070000.WAV
1155.8515,1155.8598,39218.0,45352.0,0.542,Echolocation,20220826_070000.WAV
1155.9205,1155.9294,39218.0,49896.0,0.638,Echolocation,20220826_070000.WAV
1156.0175,1156.0264,40078.0,50798.0,0.617,Echolocation,20220826_070000.WAV
1156.1375,1156.1471,40078.0,49645.0,0.656,Echolocation,20220826_070000.WAV
1156.2015,1156.2078,40937.0,51501.0,0.553,Echolocation,20220826_070000.WAV
1156.3515,1156.3573,40078.0,53706.0,0.514,Echolocation,20220826_070000.WAV
1156.9305,1156.9369,41796.0,50795.0,0.565,Echolocation,20220826_070000.WAV
1156.9995,1157.0074,40078.0,50891.0,0.672,Echolocation,20220826_070000.WAV
1157.0835,1157.0918,39218.0,53740.0,0.617,Echolocation,20220826_070000.WAV
1157.1775,1157.1857,40078.0,50280.0,0.534,Echolocation,20220826_070000.WAV
1157.3115,1157.3194,40078.0,51296.0,0.67,Echolocation,20220826_070000.WAV
1157.4105,1157.4186,40078.0,50109.0,0.638,Echolocation,20220826_070000.WAV
1157.5845,1157.5923,40078.0,49292.0,0.674,Echolocation,20220826_070000.WAV
1157.8915,1157.9009,38359.0,46778.0,0.582,Echolocation,20220826_070000.WAV
1158.1875,1158.1967,38359.0,46280.0,0.571,Echolocation,20220826_070000.WAV
1159.1275,1159.1357,40078.0,48348.0,0.524,Echolocation,20220826_070000.WAV
1159.4335,1159.4431,39218.0,47902.0,0.589,Echolocation,20220826_070000.WAV
1159.5415,1159.5507,40078.0,46289.0,0.553,Echolocation,20220826_070000.WAV
1159.7365,1159.7458,40078.0,48493.0,0.638,Echolocation,20220826_070000.WAV
1159.8345,1159.8436,40078.0,48520.0,0.562,Echolocation,20220826_070000.WAV
1159.9405,1159.9496,39218.0,47615.0,0.574,Echolocation,20220826_070000.WAV
1160.0465,1160.0554,39218.0,47011.0,0.624,Echolocation,20220826_070000.WAV
1160.3035,1160.313,40078.0,48229.0,0.639,Echolocation,20220826_070000.WAV
1160.4105,1160.4196,39218.0,47130.0,0.582,Echolocation,20220826_070000.WAV
1160.6015,1160.6101,40937.0,50005.0,0.605,Echolocation,20220826_070000.WAV
1160.7095,1160.7187,40078.0,46721.0,0.614,Echolocation,20220826_070000.WAV
1160.9165,1160.925,40078.0,48779.0,0.63,Echolocation,20220826_070000.WAV
1161.0305,1161.0405,40078.0,51601.0,0.619,Echolocation,20220826_070000.WAV
1161.2185,1161.2275,40937.0,53206.0,0.668,Echolocation,20220826_070000.WAV
1161.3245,1161.334,40078.0,49647.0,0.635,Echolocation,20220826_070000.WAV
1161.4305,1161.4389,40937.0,52633.0,0.598,Echolocation,20220826_070000.WAV
1161.6525,1161.6607,41796.0,49252.0,0.535,Echolocation,20220826_070000.WAV
1161.7575,1161.7667,39218.0,46391.0,0.552,Echolocation,20220826_070000.WAV
1161.9345,1161.9435,40937.0,54104.0,0.654,Echolocation,20220826_070000.WAV
1162.0505,1162.0593,40078.0,48853.0,0.628,Echolocation,20220826_070000.WAV
1162.4805,1162.4898,40937.0,49049.0,0.5,Echolocation,20220826_070000.WAV
1162.5865,1162.5949,39218.0,45047.0,0.532,Echolocation,20220826_070000.WAV
1162.6965,1162.7059,40078.0,49421.0,0.553,Echolocation,20220826_070000.WAV
1163.0025,1163.0116,40078.0,48688.0,0.586,Echolocation,20220826_070000.WAV
1163.2175,1163.2275,39218.0,47128.0,0.578,Echolocation,20220826_070000.WAV
1180.4675,1180.4765,39218.0,46100.0,0.536,Echolocation,20220826_070000.WAV
1181.9485,1181.9568,39218.0,46166.0,0.581,Echolocation,20220826_070000.WAV
1182.0395,1182.0481,39218.0,48528.0,0.537,Echolocation,20220826_070000.WAV
1182.1525,1182.1622,39218.0,45358.0,0.505,Echolocation,20220826_070000.WAV
1182.2575,1182.2666,39218.0,47224.0,0.623,Echolocation,20220826_070000.WAV
1182.4675,1182.4755,38359.0,45200.0,0.596,Echolocation,20220826_070000.WAV
1182.5755,1182.5852,39218.0,48193.0,0.594,Echolocation,20220826_070000.WAV
1182.6825,1182.6905,39218.0,44955.0,0.51,Echolocation,20220826_070000.WAV
1183.0755,1183.0851,39218.0,47011.0,0.557,Echolocation,20220826_070000.WAV
1212.3545,1212.3642,40078.0,52412.0,0.51,Echolocation,20220826_070000.WAV
1212.6515,1212.66,39218.0,44981.0,0.517,Echolocation,20220826_070000.WAV
1240.3275,1240.3346,40078.0,47818.0,0.514,Echolocation,20220826_070000.WAV
1242.8005,1242.8091,39218.0,45487.0,0.554,Echolocation,20220826_070000.WAV
1297.7005,1297.7054,41796.0,56886.0,0.521,Echolocation,20220826_070000.WAV
1297.7565,1297.7621,42656.0,55544.0,0.53,Echolocation,20220826_070000.WAV
1298.0255,1298.0299,40937.0,61126.0,0.52,Echolocation,20220826_070000.WAV
1298.4135,1298.4182,41796.0,58032.0,0.614,Echolocation,20220826_070000.WAV
1298.5495,1298.5542,40078.0,55197.0,0.507,Echolocation,20220826_070000.WAV
1298.6065,1298.6112,40078.0,58147.0,0.539,Echolocation,20220826_070000.WAV
1298.7915,1298.7963,40078.0,60069.0,0.509,Echolocation,20220826_070000.WAV
1298.9475,1298.9513,39218.0,59589.0,0.505,Echolocation,20220826_070000.WAV
1299.0005,1299.0049,40078.0,61108.0,0.542,Echolocation,20220826_070000.WAV
1299.1235,1299.1276,41796.0,56697.0,0.51,Echolocation,20220826_070000.WAV
1299.3535,1299.3579,40937.0,56846.0,0.582,Echolocation,20220826_070000.WAV
1299.4125,1299.4173,36640.0,66317.0,0.591,Echolocation,20220826_070000.WAV
1299.6725,1299.6782,39218.0,56982.0,0.508,Echolocation,20220826_070000.WAV
1299.8395,1299.8435,37500.0,62934.0,0.502,Echolocation,20220826_070000.WAV
1299.8975,1299.9028,36640.0,64018.0,0.545,Echolocation,20220826_070000.WAV
1299.9835,1299.9887,35781.0,61970.0,0.502,Echolocation,20220826_070000.WAV
1300.2645,1300.2685,40078.0,55251.0,0.508,Echolocation,20220826_070000.WAV
1300.5925,1300.5967,40937.0,51841.0,0.508,Echolocation,20220826_070000.WAV
1300.8045,1300.8083,39218.0,59026.0,0.525,Echolocation,20220826_070000.WAV
1300.9475,1300.9513,37500.0,59752.0,0.518,Echolocation,20220826_070000.WAV
1301.0055,1301.0098,40078.0,59653.0,0.524,Echolocation,20220826_070000.WAV
1301.0825,1301.0864,40937.0,54932.0,0.511,Echolocation,20220826_070000.WAV
1301.6965,1301.7009,41796.0,57044.0,0.502,Echolocation,20220826_070000.WAV
1343.3675,1343.3741,42656.0,54864.0,0.502,Echolocation,20220826_070000.WAV
1343.4675,1343.4745,41796.0,56575.0,0.582,Echolocation,20220826_070000.WAV
1343.8585,1343.865,43515.0,52163.0,0.532,Echolocation,20220826_070000.WAV
1344.0635,1344.0703,42656.0,61936.0,0.578,Echolocation,20220826_070000.WAV
1344.1625,1344.1687,42656.0,60866.0,0.533,Echolocation,20220826_070000.WAV
1344.2595,1344.2659,40937.0,62726.0,0.522,Echolocation,20220826_070000.WAV
1344.8375,1344.8447,41796.0,60053.0,0.579,Echolocation,20220826_070000.WAV
1345.0335,1345.0408,41796.0,59437.0,0.57,Echolocation,20220826_070000.WAV
1347.1145,1347.1225,38359.0,50885.0,0.615,Echolocation,20220826_070000.WAV
1347.6275,1347.6349,39218.0,47397.0,0.537,Echolocation,20220826_070000.WAV
1353.9345,1353.9378,38359.0,54440.0,0.506,Echolocation,20220826_070000.WAV
1354.0765,1354.0801,39218.0,55617.0,0.554,Echolocation,20220826_070000.WAV
1354.2375,1354.242,36640.0,59337.0,0.503,Echolocation,20220826_070000.WAV
1354.3195,1354.3245,35781.0,57018.0,0.513,Echolocation,20220826_070000.WAV
1354.4005,1354.4042,35781.0,59164.0,0.505,Echolocation,20220826_070000.WAV
1354.4855,1354.4904,36640.0,57996.0,0.605,Echolocation,20220826_070000.WAV
1354.5725,1354.5771,35781.0,63065.0,0.539,Echolocation,20220826_070000.WAV
1354.6785,1354.682,36640.0,54221.0,0.586,Echolocation,20220826_070000.WAV
1354.7605,1354.7651,34921.0,59493.0,0.554,Echolocation,20220826_070000.WAV
1354.8325,1354.8357,36640.0,54905.0,0.569,Echolocation,20220826_070000.WAV
1354.8785,1354.8831,35781.0,54248.0,0.531,Echolocation,20220826_070000.WAV
1355.0015,1355.0056,35781.0,62488.0,0.597,Echolocation,20220826_070000.WAV
1355.1335,1355.1382,35781.0,60527.0,0.549,Echolocation,20220826_070000.WAV
1355.2145,1355.218,37500.0,53458.0,0.533,Echolocation,20220826_070000.WAV
1355.3995,1355.4028,36640.0,50838.0,0.541,Echolocation,20220826_070000.WAV
1355.9745,1355.9787,33203.0,59682.0,0.517,Echolocation,20220826_070000.WAV
1356.0555,1356.0598,34921.0,57902.0,0.502,Echolocation,20220826_070000.WAV
1356.1565,1356.1618,33203.0,62139.0,0.541,Echolocation,20220826_070000.WAV
1356.7505,1356.7538,39218.0,50638.0,0.52,Echolocation,20220826_070000.WAV
1359.8185,1359.8242,40078.0,57463.0,0.512,Echolocation,20220826_070000.WAV
1360.1575,1360.1622,41796.0,57601.0,0.655,Echolocation,20220826_070000.WAV
1360.5085,1360.5154,40937.0,49571.0,0.621,Echolocation,20220826_070000.WAV
1360.7555,1360.7627,40078.0,51729.0,0.626,Echolocation,20220826_070000.WAV
1360.9445,1360.9515,40937.0,49060.0,0.534,Echolocation,20220826_070000.WAV
1361.1355,1361.1432,40078.0,47196.0,0.546,Echolocation,20220826_070000.WAV
1361.3235,1361.3316,40078.0,51137.0,0.653,Echolocation,20220826_070000.WAV
1361.5125,1361.52,40078.0,51024.0,0.568,Echolocation,20220826_070000.WAV
1364.6845,1364.6933,39218.0,46153.0,0.528,Echolocation,20220826_070000.WAV
1527.9415,1527.9506,38359.0,45750.0,0.593,Echolocation,20220826_070000.WAV
1528.0465,1528.0555,38359.0,44271.0,0.562,Echolocation,20220826_070000.WAV
1528.2985,1528.3065,38359.0,44710.0,0.521,Echolocation,20220826_070000.WAV
1538.8965,1538.905,38359.0,44421.0,0.511,Echolocation,20220826_070000.WAV
1539.0085,1539.0172,38359.0,46202.0,0.638,Echolocation,20220826_070000.WAV
1539.1155,1539.1253,40078.0,49537.0,0.574,Echolocation,20220826_070000.WAV
1539.2175,1539.2256,38359.0,45268.0,0.59,Echolocation,20220826_070000.WAV
1539.3275,1539.3378,39218.0,49547.0,0.532,Echolocation,20220826_070000.WAV
1539.4495,1539.4588,38359.0,44620.0,0.522,Echolocation,20220826_070000.WAV
1539.6575,1539.6663,36640.0,46114.0,0.606,Echolocation,20220826_070000.WAV
1539.7725,1539.7815,38359.0,46102.0,0.617,Echolocation,20220826_070000.WAV
1539.9855,1539.9971,37500.0,49455.0,0.538,Echolocation,20220826_070000.WAV
1540.1025,1540.1133,37500.0,50301.0,0.513,Echolocation,20220826_070000.WAV
1540.1945,1540.2028,38359.0,54382.0,0.585,Echolocation,20220826_070000.WAV
1540.2855,1540.2944,38359.0,51463.0,0.615,Echolocation,20220826_070000.WAV
1540.3915,1540.4016,38359.0,54550.0,0.63,Echolocation,20220826_070000.WAV
1540.6335,1540.6462,38359.0,51443.0,0.555,Echolocation,20220826_070000.WAV
1540.7575,1540.7687,38359.0,52961.0,0.593,Echolocation,20220826_070000.WAV
