,date_and_time_UTC,num_of_detections
0,2023-09-29 00:00:00+00:00,1
1,2023-09-29 00:30:00+00:00,1
2,2023-09-29 01:00:00+00:00,1
3,2023-09-29 01:30:00+00:00,3
4,2023-09-29 02:00:00+00:00,1
5,2023-09-29 02:30:00+00:00,1
6,2023-09-29 03:00:00+00:00,125
7,2023-09-29 03:30:00+00:00,80
8,2023-09-29 04:00:00+00:00,58
9,2023-09-29 04:30:00+00:00,6
10,2023-09-29 05:00:00+00:00,66
11,2023-09-29 05:30:00+00:00,43
12,2023-09-29 06:00:00+00:00,27
13,2023-09-29 06:30:00+00:00,6
14,2023-09-29 07:00:00+00:00,1
15,2023-09-29 07:30:00+00:00,3
16,2023-09-29 08:00:00+00:00,20
17,2023-09-29 08:30:00+00:00,34
18,2023-09-29 09:00:00+00:00,1
19,2023-09-29 09:30:00+00:00,23
20,2023-09-29 10:00:00+00:00,2
21,2023-09-29 10:30:00+00:00,2
22,2023-09-29 11:00:00+00:00,1
23,2023-09-29 11:30:00+00:00,2
24,2023-09-29 12:00:00+00:00,44
25,2023-09-29 12:30:00+00:00,2
26,2023-09-29 13:00:00+00:00,1
27,2023-09-29 13:30:00+00:00,1
28,2023-09-29 14:00:00+00:00,1
29,2023-09-29 14:30:00+00:00,1
30,2023-09-30 00:00:00+00:00,1
31,2023-09-30 00:30:00+00:00,1
32,2023-09-30 01:00:00+00:00,1
33,2023-09-30 01:30:00+00:00,1
34,2023-09-30 02:00:00+00:00,18
35,2023-09-30 02:30:00+00:00,1
36,2023-09-30 03:00:00+00:00,1
37,2023-09-30 03:30:00+00:00,6
38,2023-09-30 04:00:00+00:00,1
39,2023-09-30 04:30:00+00:00,35
40,2023-09-30 05:00:00+00:00,22
41,2023-09-30 05:30:00+00:00,24
42,2023-09-30 06:00:00+00:00,2
43,2023-09-30 06:30:00+00:00,3
44,2023-09-30 07:00:00+00:00,1
45,2023-09-30 07:30:00+00:00,36
46,2023-09-30 08:00:00+00:00,1
