date_and_time_UTC,num_of_detections,LFnum_of_detections,HFnum_of_detections
2024-09-10 19:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 19:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 19:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 19:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 20:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 20:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 20:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 20:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 20:50:00+00:00,2.0,2.0,0.3333333333333333
2024-09-10 21:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 21:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 21:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 21:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 22:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 22:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 22:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 22:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:00:00+00:00,2.0,0.3333333333333333,2.0
2024-09-11 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 03:00:00+00:00,6.0,6.0,0.3333333333333333
2024-09-11 03:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 03:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 03:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 03:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 03:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 04:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 04:10:00+00:00,2.0,2.0,0.3333333333333333
2024-09-11 04:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 04:30:00+00:00,2.0,2.0,0.3333333333333333
2024-09-11 04:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 04:50:00+00:00,48.0,0.3333333333333333,48.0
2024-09-11 05:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:10:00+00:00,6.0,6.0,0.3333333333333333
2024-09-11 06:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:30:00+00:00,74.0,0.3333333333333333,74.0
2024-09-11 06:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 07:00:00+00:00,18.0,0.3333333333333333,18.0
2024-09-11 07:10:00+00:00,64.0,0.3333333333333333,64.0
2024-09-11 07:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 07:30:00+00:00,120.0,0.3333333333333333,120.0
2024-09-11 07:40:00+00:00,36.0,0.3333333333333333,36.0
2024-09-11 07:50:00+00:00,14.0,0.3333333333333333,14.0
2024-09-11 08:00:00+00:00,4.0,4.0,0.3333333333333333
2024-09-11 08:10:00+00:00,54.0,2.0,52.0
2024-09-11 08:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 08:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 08:40:00+00:00,50.0,0.3333333333333333,50.0
2024-09-11 08:50:00+00:00,120.0,0.3333333333333333,120.0
2024-09-11 09:00:00+00:00,38.0,0.3333333333333333,38.0
2024-09-11 09:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:40:00+00:00,6.0,0.3333333333333333,6.0
