,date_and_time_UTC,num_of_detections
0,2023-09-21 00:00:00+00:00,1
1,2023-09-21 00:30:00+00:00,1
2,2023-09-21 01:00:00+00:00,1
3,2023-09-21 01:30:00+00:00,1
4,2023-09-21 02:00:00+00:00,1
5,2023-09-21 02:30:00+00:00,2
6,2023-09-21 03:00:00+00:00,49
7,2023-09-21 03:30:00+00:00,3
8,2023-09-21 04:00:00+00:00,10
9,2023-09-21 04:30:00+00:00,1
10,2023-09-21 05:00:00+00:00,17
11,2023-09-21 05:30:00+00:00,4
12,2023-09-21 06:00:00+00:00,507
13,2023-09-21 06:30:00+00:00,375
14,2023-09-21 07:00:00+00:00,17
15,2023-09-21 07:30:00+00:00,1
16,2023-09-21 08:00:00+00:00,10
17,2023-09-21 08:30:00+00:00,12
18,2023-09-21 09:00:00+00:00,14
19,2023-09-21 09:30:00+00:00,3
20,2023-09-21 10:00:00+00:00,1
21,2023-09-21 10:30:00+00:00,1
22,2023-09-21 11:00:00+00:00,1
23,2023-09-21 11:30:00+00:00,2
24,2023-09-21 12:00:00+00:00,26
25,2023-09-21 12:30:00+00:00,1
26,2023-09-21 13:00:00+00:00,1
27,2023-09-21 13:30:00+00:00,1
28,2023-09-21 14:00:00+00:00,1
29,2023-09-21 14:30:00+00:00,1
30,2023-09-22 00:00:00+00:00,1
31,2023-09-22 00:30:00+00:00,1
32,2023-09-22 01:00:00+00:00,1
33,2023-09-22 01:30:00+00:00,2
34,2023-09-22 02:00:00+00:00,1
35,2023-09-22 02:30:00+00:00,186
36,2023-09-22 03:00:00+00:00,23
37,2023-09-22 03:30:00+00:00,46
38,2023-09-22 04:00:00+00:00,49
39,2023-09-22 04:30:00+00:00,1
40,2023-09-22 05:00:00+00:00,8
41,2023-09-22 05:30:00+00:00,4
42,2023-09-22 06:00:00+00:00,15
43,2023-09-22 06:30:00+00:00,2
44,2023-09-22 07:00:00+00:00,6
45,2023-09-22 07:30:00+00:00,1
46,2023-09-22 08:00:00+00:00,2
47,2023-09-22 08:30:00+00:00,12
48,2023-09-22 09:00:00+00:00,1
49,2023-09-22 09:30:00+00:00,5
50,2023-09-22 10:00:00+00:00,11
51,2023-09-22 10:30:00+00:00,1
52,2023-09-22 11:00:00+00:00,17
53,2023-09-22 11:30:00+00:00,1
54,2023-09-22 12:00:00+00:00,1
55,2023-09-22 12:30:00+00:00,2
56,2023-09-22 13:00:00+00:00,1
57,2023-09-22 13:30:00+00:00,1
58,2023-09-22 14:00:00+00:00,1
59,2023-09-22 14:30:00+00:00,1
60,2023-09-23 00:00:00+00:00,5
61,2023-09-23 00:30:00+00:00,4
62,2023-09-23 01:00:00+00:00,3
63,2023-09-23 01:30:00+00:00,1
64,2023-09-23 02:00:00+00:00,2
65,2023-09-23 02:30:00+00:00,174
66,2023-09-23 03:00:00+00:00,7
67,2023-09-23 03:30:00+00:00,32
68,2023-09-23 04:00:00+00:00,28
69,2023-09-23 04:30:00+00:00,49
70,2023-09-23 05:00:00+00:00,5
